gene	transcript	n_transcript	n_gene
CCT5	NM_001306154.1,NM_001306153.1,NM_012073.5,NM_001306155.1,NM_001306156.1	5	1
MIR10397+MARCHF6	NM_005885.4,NM_001270660.2,NM_001270661.2,NR_162106.1	4	2
ROPN1L	NM_031916.5,NM_001201466.2	2	1
LINC02213	NR_134289.1,NR_134290.1	2	1
DAP	NM_004394.3,NM_001291963.2	2	1
CTNND2	NM_001332.4,NM_001288717.2,NR_109988.2,NM_001288715.1,NM_001288716.1,NM_001364128.1	6	1
TRIO	NM_007118.4,NR_134469.2	2	1
FBXL7	NM_012304.5,NM_001278317.1	2	1
RETREG1	NM_019000.4,NM_001034850.2	2	1
BASP1	NM_001271606.1,NM_006317.5	2	1
LINC02217	NR_134275.1,NR_134274.1,NR_134273.1	3	1
LINC02218	NR_134271.1,NR_134270.1	2	1
LINC02223	NR_134286.1,NR_134287.1	2	1
CDH18	NM_004934.5,NM_001349561.2,NM_001349563.2,NM_001349556.2,NM_001349558.2,NM_001349559.2,NM_001349562.2,NM_001291956.3,NM_001291957.2,NM_001167667.3,NM_001349560.2	11	1
GUSBP1	NR_027027.1,NR_027026.1,NR_027028.2	3	1
CDH12	NM_004061.5,NM_001364105.2,NM_001364104.2,NM_001364106.2,NM_001317227.1,NM_001364107.1,NM_001317228.1,NM_001364109.1,NM_001364108.1	9	1
CDH10	NM_006727.5,NM_001362460.1,NM_001317222.1,NM_001317224.2	4	1
CDH6	NM_004932.4,NM_001362435.2	2	1
DROSHA	NM_001100412.2,NM_013235.5	2	1
C5orf22	NR_134298.1,NM_018356.3	2	1
MTMR12	NM_001294343.2,NM_001040446.3,NM_001294344.2	3	1
ZFR	NM_016107.5,NR_144318.2	2	1
NPR3	NM_001364458.2,NM_001204376.1,NM_001363652.2,NM_001364460.2,NM_000908.4,NM_001204375.2	6	1
TARS1	NM_001258437.1,NM_001258438.1,NR_047676.1,NR_047677.1,NR_047678.1,NM_152295.4	6	1
ADAMTS12	NM_030955.4,NM_001324512.2,NM_001324511.2	3	1
SLC45A2	NM_016180.5,NM_001012509.4,NM_001297417.3	3	1
C1QTNF3-AMACR+AMACR+C1QTNF3	NM_014324.6,NM_203382.3,NM_001167595.2,NR_037951.1,NR_146599.1,NM_030945.4,NM_181435.6	7	3
RAI14	NM_001145522.2,NM_015577.3,NM_001145520.1,NM_001145525.1,NM_001145521.1,NM_001145523.1	6	1
TTC23L	NM_144725.4,NM_001317949.2	2	1
RAD1	NR_026591.2,NM_002853.4	2	1
DNAJC21	NM_194283.4,NM_001012339.3,NM_001348420.2	3	1
AGXT2	NM_031900.4,NM_001306173.2	2	1
PRLR	NM_001204317.1,NM_001204316.1,NM_001204318.1,NR_037910.1,NM_001204314.2,NM_000949.7,NM_001204315.1	7	1
SPEF2	NM_024867.4,NM_144722.4	2	1
IL7R	NR_120485.3,NM_002185.5	2	1
CAPSL	NM_001042625.2,NM_144647.3	2	1
UGT3A1	NM_152404.4,NM_001171873.2	2	1
UGT3A2	NR_031764.2,NM_001168316.2,NM_174914.4	3	1
SKP2	NM_001243120.1,NM_005983.4,NM_032637.4	3	1
NADK2	NM_153013.4,NM_001287340.1,NM_001287341.1,NM_001085411.3	4	1
RANBP3L	NM_001161429.3,NM_001323275.2,NM_001323279.2,NM_145000.5,NM_001323273.2,NM_001323278.2,NM_001323277.1,NM_001323274.1,NM_001323280.1,NM_001323276.1	10	1
SLC1A3	NM_001289939.1,NM_001166696.2,NM_001289940.1,NM_001166695.3,NM_004172.5	5	1
NIPBL	NM_015384.5,NM_133433.4	2	1
NUP155	NM_153485.3,NM_004298.4,NM_001278312.2	3	1
WDR70	NM_001345998.2,NM_018034.4,NM_001345999.2	3	1
GDNF	NM_001190469.1,NM_000514.4,NM_199231.2,NM_001278098.1,NM_001190468.1	5	1
GDNF-AS1	NR_145476.1,NR_103441.2	2	1
EGFLAM	NM_001205301.2,NM_152403.4,NM_182798.3,NM_182801.3	4	1
EGFLAM-AS2	NR_102750.1,NR_102749.1	2	1
LIFR	NM_002310.6,NM_001127671.2,NM_001364298.1,NM_001364297.1	4	1
LIFR-AS1	NR_103553.1,NR_103554.1	2	1
OSMR	NM_001323507.1,NM_001168355.2,NM_001323504.1,NM_001323506.2,NM_003999.3,NM_001323505.2	6	1
RICTOR	NM_152756.5,NM_001285439.2,NM_001285440.2	3	1
FYB1	NM_018594.2,NM_001349333.2,NM_001243093.2,NM_001465.6,NM_199335.5	5	1
DAB2	NM_001244871.1,NM_001343.4	2	1
PRKAA1	NM_206907.3,NM_006251.5,NM_001355035.2,NM_001355028.2,NM_001355029.2,NM_001355036.2,NM_001355037.2,NM_001355034.1	8	1
RPL37	NR_159993.1,NM_000997.5	2	1
C6	NM_001115131.3,NM_000065.4	2	1
OXCT1	NM_001364302.2,NM_001364301.2,NM_001364300.2,NR_157114.2,NM_001364299.2,NM_000436.4,NM_001364303.1	7	1
FBXO4	NM_001297437.1,NM_033484.2,NM_012176.3	3	1
LOC101926960	NR_104635.1,NR_104636.1	2	1
GHR	NM_000163.5,NM_001242399.2,NM_001242400.2,NM_001242401.4,NM_001242402.2,NM_001242403.2,NM_001242404.2,NM_001242405.2,NM_001242406.2,NM_001242462.1,NM_001242460.1	11	1
SELENOP	NM_001085486.2,NM_005410.4,NM_001093726.2	3	1
LOC648987	NR_104649.1,NR_034086.1,NR_104650.1,NR_104651.1,NR_034085.1	5	1
ZNF131	NM_001330704.2,NM_001330708.2,NM_001330707.2,NM_001330709.2,NM_001330710.2,NM_001330706.2,NM_001330711.1,NM_001330712.1,NM_003432.3,NM_001330705.1,NM_001297548.2,NM_001330714.2,NM_001330715.2,NM_001330716.2,NM_001330713.2,NM_001330717.2	16	1
NIM1K	NM_153361.4,NR_072980.1	2	1
HMGCS1	NM_002130.8,NM_001098272.3,NM_001324219.2,NM_001324220.2,NM_001330663.2,NM_001324222.2,NM_001364188.2,NM_001324223.2,NM_001324224.2	9	1
CCL28	NM_001301874.2,NM_001301873.2,NM_001301875.2,NM_148672.3	4	1
PAIP1	NM_182789.3,NM_183323.2,NM_006451.5	3	1
NNT	NM_012343.4,NM_001331026.2,NM_182977.3	3	1
MRPS30-DT	NR_109863.1,NR_109865.1,NR_109864.1,NR_109862.1	4	1
PARP8	NM_001178055.2,NM_001178056.2,NM_024615.4,NM_001331028.2	4	1
PELO+ITGA1	NM_015946.5,NM_181501.2	2	2
ITGA2	NR_073103.2,NM_002203.4,NR_073104.2,NR_073106.2,NR_073105.2,NR_073107.2	6	1
MOCS2	NM_004531.5,NM_176806.4	2	1
LOC257396	NR_034107.2,NR_104654.1	2	1
FST	NM_006350.4,NM_013409.3	2	1
NDUFS4	NM_002495.4,NM_001318051.2,NR_134475.2,NR_134474.2,NR_134473.2	5	1
LINC02105	NR_147167.1,NR_147168.1	2	1
SNX18	NM_052870.3,NM_001145427.2,NM_001102575.2	3	1
LOC102467080	NR_104658.1,NR_104659.1	2	1
ESM1	NM_001135604.2,NM_007036.5	2	1
CDC20B	NM_001145734.2,NM_152623.2,NM_001170402.1	3	1
GPX8	NM_001008397.4,NR_131340.2,NM_001306198.2,NR_131336.2,NM_001306197.2,NM_001306201.2,NR_131337.2,NR_131338.2	8	1
CCNO	NR_125348.1,NR_125346.1,NR_125347.1,NM_021147.5	4	1
DHX29	NM_001345965.2,NR_144325.2,NR_144323.2,NM_001345964.2,NR_144324.2,NM_019030.4	6	1
PLPP1	NR_103485.1,NM_176895.2,NM_003711.4	3	1
SLC38A9	NR_146165.1,NM_001258286.1,NM_001349384.1,NM_001349385.1,NM_001258287.1,NM_001349383.1,NM_001349382.1,NM_001282429.1,NR_047649.1,NM_173514.4	10	1
DDX4	NM_001142549.1,NM_001166533.1,NM_024415.3,NM_001166534.1	4	1
IL31RA	NM_001242637.2,NM_139017.6,NM_001242638.2,NM_001297572.2,NM_001297570.2,NM_001242636.1,NM_001242639.1	7	1
IL6ST	NR_120480.2,NM_001364278.2,NM_001190981.2,NM_002184.4,NR_157112.2,NM_001364277.2,NM_001364276.2,NM_001364275.2,NM_175767.3,NM_001364279.2	10	1
SETD9	NM_001323022.1,NR_136556.1,NR_136558.2,NR_136555.2,NM_001323019.2,NM_001171990.3,NM_153706.4,NM_001323020.2,NR_136557.1,NM_001323018.1	10	1
MIER3	NM_001297598.1,NM_152622.4,NM_001297599.1	3	1
GPBP1	NM_001331037.1,NM_001203246.1,NM_022913.4,NM_001127235.2,NM_001127236.2	5	1
PLK2	NM_001252226.1,NM_006622.4	2	1
GAPT	NM_001304428.2,NM_001304431.2,NM_152687.4,NM_001304429.2	4	1
RAB3C	NM_001317915.2,NM_138453.4	2	1
PDE4D	NM_001197219.2,NM_001349243.2,NM_001197223.2,NM_001364599.1,NM_001197221.2,NM_001364603.1,NM_001364604.1,NM_001197218.2,NM_001349241.2,NM_001197220.2,NM_001104631.2,NM_001349242.1,NM_001197222.2,NM_001165899.2,NM_006203.4,NM_001364602.2,NM_001364600.2,NM_001364601.1	18	1
PART1	NR_024617.1,NR_028508.1,NR_028509.1	3	1
DEPDC1B	NM_001145208.2,NM_018369.3	2	1
ELOVL7	NM_001104558.1,NM_001297617.2,NM_024930.3,NM_001297618.2	4	1
ERCC8	NM_000082.3,NM_001290285.1,NM_001007233.2,NM_001007234.3	4	1
C5orf64	NR_161251.1,NR_126523.1,NR_126524.1,NR_126525.1	4	1
KIF2A	NM_001243953.1,NM_004520.4,NM_001098511.2,NM_001243952.1	4	1
DIMT1	NM_001348077.2,NM_014473.4,NM_001348076.2	3	1
IPO11+IPO11-LRRC70+LRRC70	NM_016338.4,NM_001134779.1,NR_073584.1,NM_181506.5	4	3
RNF180	NM_178532.4,NM_001323291.1,NM_001113561.2,NM_001323292.1	4	1
RGS7BP	NM_001029875.3,NR_073511.1,NM_001271890.1,NM_001271891.1	4	1
CWC27	NM_001297644.1,NM_001297645.1,NM_001318000.1,NM_001364478.1,NM_005869.4	5	1
ADAMTS6	NM_197941.4,NR_135689.2	2	1
CENPK	NM_001349369.2,NM_001349367.2,NM_001349368.2,NM_001267038.2,NM_022145.5	5	1
PPWD1	NM_001278929.1,NM_001278926.1,NM_001278927.2,NM_015342.4	4	1
TRIM23	NM_033227.3,NM_001656.4,NM_033228.3	3	1
TRAPPC13+SHLD3	NM_001093756.1,NM_001093755.1,NM_001243737.1,NM_001365341.2,NM_001365342.1,NM_024941.4,NM_001365343.1	7	2
ERBIN	NM_001006600.2,NM_001253699.2,NM_018695.4,NM_001253701.2,NM_001253697.2,NM_001253698.2	6	1
SREK1	NM_001323529.2,NM_001077199.3,NM_001323535.2,NM_001323527.2,NM_001323534.2,NM_001323533.2,NM_001270492.2,NM_139168.3	8	1
MAST4	NM_198828.3,NM_001164664.2,NM_001290228.2,NM_015183.3,NM_001290226.2,NM_001297651.2,NM_001290227.2	7	1
PIK3R1	NM_181523.3,NM_181524.2,NM_181504.4,NM_001242466.2	4	1
SLC30A5	NM_001251969.2,NM_024055.5,NM_022902.5	3	1
CCNB1	NM_001354845.1,NM_001354844.1,NM_031966.4	3	1
CDK7	NM_001324077.1,NM_001324072.1,NM_001324071.2,NM_001324075.2,NR_136690.2,NM_001799.4,NM_001324070.2,NM_001324078.2,NM_001324069.2,NM_001324074.2	10	1
CCDC125	NM_176816.5,NM_001297697.1,NM_001297696.1	3	1
TAF9+AK6	NM_016283.5,NM_001015891.2,NM_001015892.1,NM_003187.5	4	2
RAD17	NM_133343.1,NM_133342.3,NM_133344.3,NM_133338.3,NM_001278622.1,NM_002873.1,NM_133340.2,NM_133341.2,NM_133339.2	9	1
MARVELD2	NM_001038603.3,NM_001244734.2	2	1
OCLN	NM_002538.4,NM_001205254.2,NM_001205255.1	3	1
SERF1B	NM_001178087.1,NM_022978.3	2	1
SMN2	NM_022876.2,NM_022877.2,NM_022875.3,NM_017411.4	4	1
GUSBP14	NR_024054.2,NR_029426.1	2	1
SERF1A	NM_021967.2,NM_022968.2	2	1
SMN1	NM_001297715.1,NM_000344.3,NM_022874.2	3	1
NAIP	NM_022892.1,NM_001346870.1,NM_004536.2	3	1
GTF2H2	NM_001515.3,NM_001364570.1,NM_001364567.1,NM_001364572.1,NM_001364573.1,NM_001364568.1,NM_001364571.1,NM_001364569.1	8	1
LINC02197	NR_134269.1,NR_134268.1	2	1
MCCC2	NM_001363147.1,NM_022132.5	2	1
MAP1B	NM_005909.5,NM_001324255.2	2	1
MRPS27	NM_001286751.2,NM_001286748.2,NM_015084.3	3	1
PTCD2	NM_001284405.1,NM_001284404.1,NM_001284403.2,NM_024754.5	4	1
TNPO1	NM_002270.3,NM_001364295.2,NM_001364292.2,NM_153188.3,NM_001364296.2,NM_001364293.2,NM_001364294.2	7	1
FCHO2	NM_138782.3,NM_001146032.2	2	1
TMEM171	NM_173490.8,NM_001161342.3	2	1
BTF3	NM_001207.4,NM_001037637.1	2	1
UTP15	NM_001284431.1,NM_001284430.1,NM_032175.4	3	1
ARHGEF28	NM_001080479.2,NM_001177693.1,NM_001244364.2	3	1
ENC1	NM_001256575.1,NM_003633.3,NR_046318.1,NM_001256576.1,NM_001256574.1	5	1
HEXB	NM_001292004.1,NM_000521.4	2	1
GFM2	NM_032380.5,NM_001281302.2,NM_170691.3,NR_104006.2,NM_170681.2	5	1
NSA2	NR_157205.2,NR_157206.2,NR_073403.2,NM_001364506.2,NM_014886.6,NM_001271665.2	6	1
FAM169A	NR_046462.1,NM_015566.3	2	1
ANKRD31	NM_001164443.1,NM_001372053.1	2	1
HMGCR	NM_001130996.1,NM_001364187.1,NM_000859.3	3	1
CERT1	NM_031361.3,NM_005713.3,NM_001130105.1	3	1
POLK	NM_001345922.1,NM_001345921.1,NM_016218.3,NR_144315.1	4	1
POC5	NM_001099271.2,NM_152408.2	2	1
SV2C	NM_014979.4,NM_001297716.2	2	1
IQGAP2	NM_006633.4,NM_001285460.1,NM_001285461.1,NM_001285462.1	4	1
F2RL2	NM_004101.4,NM_001256566.2	2	1
F2R	NM_001311313.2,NM_001992.5	2	1
ZBED3	NM_001329564.2,NM_032367.4,NR_138050.2	3	1
PDE8B	NM_001349752.2,NM_001349750.2,NM_001349753.1,NM_001029852.3,NM_001029853.3,NM_003719.4,NM_001029851.3,NM_001349748.2,NM_001349751.2,NM_001029854.3,NM_001349749.2	11	1
TBCA	NM_001297738.2,NM_001297740.1,NM_004607.2	3	1
LOC101929154	NR_105012.1,NR_105013.1	2	1
AP3B1	NM_001271769.2,NM_003664.4	2	1
SCAMP1	NM_001290229.2,NM_004866.6,NR_110885.2	3	1
ARSB	NM_000046.5,NM_198709.3	2	1
DMGDH	NM_013391.3,NR_104003.2,NR_104002.2	3	1
BHMT2	NM_017614.5,NM_001178005.2	2	1
HOMER1	NM_004272.5,NM_001277078.1,NM_001277077.1	3	1
TENT2	NM_001114394.2,NM_001349554.2,NM_173797.5,NM_001297744.3,NM_001114393.3,NM_001349552.2,NM_001349550.2,NM_001349553.2,NM_001349551.2,NM_001297745.3,NM_001349548.2,NM_001349549.2	12	1
MTX3	NM_001363818.2,NM_001167741.2,NM_001010891.5	3	1
THBS4	NM_001306213.1,NM_001306212.1,NM_003248.6,NM_001306214.1	4	1
SERINC5	NR_126060.2,NM_178276.7,NR_126061.2,NM_001174071.3,NM_001174072.3	5	1
ZFYVE16	NM_001284237.2,NR_146174.2,NM_014733.6,NM_001349434.2,NR_146173.2,NM_001284236.3,NR_146172.2,NM_001105251.4	8	1
DHFR	NM_000791.4,NM_001290354.2,NR_110936.2,NM_001290357.2	4	1
CKMT2	NM_001825.2,NM_001099736.1,NM_001099735.2	3	1
CKMT2-AS1	NR_034121.1,NR_034122.1,NR_034123.1	3	1
ZCCHC9	NM_032280.2,NM_001131036.1,NM_001131035.2	3	1
SSBP2	NM_012446.4,NM_001256734.2,NM_001345886.1,NM_001256736.2,NM_001256735.2,NM_001256732.2,NM_001256733.2	7	1
ATG10	NM_001131028.2,NM_031482.5	2	1
ATP6AP1L	NM_001349372.2,NM_001349371.2,NM_001349373.2,NM_001349374.2,NM_001017971.3	5	1
XRCC4	NM_022550.3,NM_001318013.2,NM_001318012.2,NM_003401.5,NM_022406.4	5	1
VCAN	NM_001164098.1,NM_001164097.1,NM_001126336.3,NM_004385.5	4	1
EDIL3	NM_005711.5,NM_001278642.1	2	1
RASA1	NM_002890.3,NM_022650.2	2	1
CCNH	NR_157068.2,NM_001364075.2,NR_157070.2,NR_157069.2,NM_001363539.1,NM_001364076.2,NR_157071.2,NM_001199189.1,NM_001239.4	9	1
TMEM161B	NM_001349407.1,NM_001289007.2,NR_110266.1,NM_001349405.1,NM_153354.4,NM_001349402.1,NM_001349400.1,NM_001289008.1,NM_001349403.1	9	1
TMEM161B-AS1	NR_039995.1,NR_039993.1,NR_105019.1,NR_039994.2,NR_105020.1	5	1
LINC00461+MIR9-2	NR_152238.1,NR_152242.1,NR_015436.2,NR_152235.1,NR_152239.1,NR_152241.1,NR_152232.1,NR_152236.1,NR_024384.2,NR_024383.2,NR_152237.1,NR_152233.1,NR_152240.1,NR_152234.1,NR_030741.1	15	2
MEF2C	NM_001364353.2,NM_001193350.2,NM_001364333.2,NM_001308002.3,NM_001364329.2,NM_001364331.2,NM_001364344.2,NM_001364330.2,NM_002397.5,NM_001364355.2,NM_001364348.2,NM_001364346.2,NM_001364352.2,NM_001193347.1,NM_001364345.2,NM_001364347.2,NM_001193348.1,NM_001131005.2,NM_001364349.2,NM_001364354.2,NM_001364350.1,NM_001364335.1,NM_001364356.1,NM_001364343.1,NM_001364338.1,NM_001364334.1,NM_001193349.2,NM_001364337.1,NM_001364341.1,NM_001364357.1,NM_001364339.1,NM_001364336.1,NM_001364342.1,NM_001364332.1,NM_001364340.1,NM_001363581.1	36	1
MEF2C-AS1	NR_136219.1,NR_136218.1,NR_109941.1,NR_136217.1,NR_136222.1,NR_104031.1,NR_109940.1,NR_136220.1,NR_136221.1	9	1
CETN3	NM_001297765.1,NM_001297768.1,NM_004365.3	3	1
POLR3G	NM_001370354.1,NM_001370352.1,NM_001370353.1,NM_006467.3,NM_001370351.1	5	1
LYSMD3	NM_198273.2,NM_001286812.1	2	1
ADGRV1	NR_003149.2,NM_032119.4	2	1
LUCAT1	NR_103548.1,NR_103549.1	2	1
ARRDC3	NR_138071.2,NM_001329672.2,NM_001329671.2,NR_138072.2,NM_001329670.2,NM_020801.4	6	1
NR2F1-AS1	NR_109822.1,NR_109820.1,NR_109821.1,NR_021491.2,NR_109823.1,NR_109824.1,NR_109825.1,NR_109819.1,NR_109818.1,NR_021490.2	10	1
FAM172A+MIR2277	NR_028080.1,NM_032042.6,NM_001163418.1,NM_001163417.1,NR_031754.1	5	2
KIAA0825	NM_001145678.2,NM_173665.3	2	1
MCTP1	NM_024717.5,NM_001297777.1,NM_001002796.3	3	1
RFESD	NM_001131066.2,NM_173362.3,NM_001131065.1	3	1
SPATA9	NR_125327.2,NR_125330.2,NR_125328.1,NM_031952.4,NM_001349303.2,NR_125329.2	6	1
GLRX	NM_001118890.2,NM_001243658.2,NM_002064.3,NM_001243659.1	4	1
PCSK1	NM_000439.5,NM_001177875.1	2	1
CAST	NM_001042442.2,NM_001190442.1,NM_001042440.5,NM_001330626.2,NM_001750.7,NM_001330627.2,NM_001042441.3,NM_001330628.2,NM_001330629.2,NM_001330631.1,NM_001042445.2,NM_001330630.1,NM_001330633.1,NM_001284212.3,NM_001042446.2,NM_001042444.2,NM_001042443.2,NM_001330634.1,NM_173060.4,NM_001330632.1,NM_001284213.3,NR_104285.2	22	1
ERAP1	NM_001349244.1,NM_016442.4,NM_001198541.2,NM_001040458.3	4	1
ERAP2	NM_001329233.1,NM_001130140.2,NR_137637.1,NM_001329229.1,NM_022350.5	5	1
LNPEP	NM_005575.3,NM_175920.4	2	1
RIOK2	NM_018343.3,NM_001159749.2	2	1
RGMB	NM_001366510.1,NM_001012761.3,NM_001366509.1,NM_001366511.1,NM_001366508.1	5	1
CHD1	NM_001270.2,NR_157078.1,NM_001364113.1,NR_157079.1	4	1
ST8SIA4	NM_005668.6,NM_175052.3	2	1
SLCO6A1	NM_001308014.2,NM_001289004.2,NM_173488.5,NM_001289002.2	4	1
LINC00491	NR_103754.1,NR_103756.1,NR_103753.1,NR_103755.1	4	1
PAM	NM_001319943.1,NM_001364593.2,NM_001364590.2,NM_001364585.2,NM_001364588.2,NM_001364586.2,NM_001364592.2,NM_001364594.2,NR_157231.1,NM_001364591.2,NM_001364584.2,NM_001364583.2,NM_001364587.2,NM_001364589.2,NM_001364582.2,NM_138822.2,NM_138821.2,NM_001177306.1,NM_000919.3,NM_138766.2,NR_033440.1	21	1
GIN1	NR_134299.2,NM_001317954.2,NM_017676.2	3	1
PPIP5K2	NM_001345872.2,NM_001345876.2,NM_001345874.2,NM_015216.5,NM_001281471.3,NM_001276277.3,NM_001345871.2,NM_001345877.2,NM_001345875.2,NM_001345873.2,NM_001345878.2	11	1
C5orf30	NM_033211.4,NM_001316969.2,NM_001316968.2	3	1
NUDT12	NM_031438.4,NM_001300741.2	2	1
FER	NM_005246.4,NM_001308028.2,NR_146155.2,NM_001308038.2,NM_001308031.1	5	1
SLC25A46	NM_001303250.3,NR_138151.2,NM_138773.4,NM_001303249.3	4	1
TSLP	NR_045089.1,NM_033035.5,NM_138551.5	3	1
CAMK4	NM_001323375.2,NM_001323374.2,NM_001323377.2,NM_001744.6,NM_001323376.2	5	1
STARD4	NM_001308060.1,NM_001308056.1,NM_139164.3,NR_131754.1,NM_001308061.1,NM_001308059.1,NM_001308058.1,NM_001308057.1,NR_131753.1,NR_131752.1	10	1
NREP	NM_001142475.2,NM_001142478.2,NM_001142474.2,NM_001142482.1,NM_001142481.1,NM_001142477.1,NM_001142483.1,NM_001142479.1,NM_004772.4,NM_001142476.1,NM_001142480.1	11	1
EPB41L4A	NM_001347887.2,NM_022140.5,NR_144931.2,NM_001347888.2	4	1
APC	NM_001127511.3,NM_001354895.2,NM_001354902.2,NM_001354897.2,NM_001127510.3,NM_001354903.2,NM_001354905.2,NM_000038.6,NM_001354904.2,NM_001354900.2,NM_001354901.2,NM_001354899.2,NM_001354896.2,NM_001354906.2,NM_001354898.2	15	1
SRP19	NM_001204196.1,NM_001204194.1,NM_001204193.1,NM_001204199.2,NM_003135.3	5	1
DCP2	NR_038352.2,NM_152624.6,NM_001242377.2	3	1
MCC	NM_001085377.2,NM_002387.3	2	1
YTHDC2	NM_001345975.2,NM_001345976.2,NM_022828.5	3	1
KCNN2	NM_001372233.1,NM_021614.4,NM_001278204.1,NM_170775.3,NR_103458.2	5	1
TRIM36	NM_001300752.2,NM_018700.4,NM_001300759.2,NM_001017397.2,NM_001017398.1	5	1
CCDC112	NM_152549.2,NM_001040440.3	2	1
TICAM2+TMED7+TMED7-TICAM2	NM_001164468.4,NM_001164469.3,NM_021649.7,NM_181836.6	4	3
LOC101927100	NR_109875.1,NR_109874.1	2	1
CDO1	NM_001801.3,NM_001323567.2,NM_001323566.2,NR_136620.2,NR_136618.2,NR_136619.2,NR_136621.2,NM_001323565.2	8	1
ATG12	NR_033363.2,NM_001277783.2,NM_004707.4,NR_033362.2,NR_073603.2	5	1
AP3S1	NM_001002924.3,NM_001318091.2,NM_001284.4,NM_001318090.2,NM_001318093.2,NM_001318094.2,NM_001364120.1,NM_001364119.1,NR_157086.1,NM_001364122.1,NR_157084.1,NR_157085.1,NR_157087.1	13	1
COMMD10	NM_016144.4,NR_146218.2,NR_146220.2,NR_146219.1,NM_001308080.1	5	1
SEMA6A	NM_020796.5,NM_001300780.2	2	1
DTWD2	NM_173666.4,NM_001308081.1	2	1
LOC105379143	NR_134249.1,NR_134250.1	2	1
DMXL1	NM_001349240.1,NM_001349239.2,NM_005509.6,NM_001290322.3,NM_001290321.2	5	1
TNFAIP8	NM_001077654.3,NM_001286815.2,NM_001286817.2,NM_001286814.1,NM_001286813.2,NM_014350.4	6	1
HSD17B4	NM_001199292.2,NM_001292027.2,NM_001199291.3,NM_001292028.2,NM_000414.4	5	1
FAM170A	NM_001367956.1,NM_182761.3,NM_001163991.1	3	1
PRR16	NM_016644.2,NM_001300783.2,NM_001308087.1,NM_001308088.1	4	1
LOX	NM_001317073.1,NM_001178102.2,NM_002317.7	3	1
SNCAIP	NR_131762.1,NM_001242935.2,NM_001308107.2,NM_001308109.2,NM_001308100.2,NM_005460.4,NM_001308105.1,NR_131761.1,NM_001308108.1,NM_001308106.1	10	1
SNX2	NM_001278199.1,NM_003100.4	2	1
SNX24	NR_146145.1,NM_014035.4	2	1
CEP120	NM_153223.3,NM_001166226.1	2	1
CSNK1G3	NM_001031812.3,NM_001364143.2,NM_001270574.2,NM_001364144.2,NM_001364147.2,NM_001364150.2,NM_001364141.2,NM_001364146.2,NM_001364149.2,NM_001364140.2,NM_001270573.2,NM_001364148.2,NM_001364145.2,NM_001044723.2,NM_004384.4,NM_001270572.1	16	1
LOC101927488	NR_105040.1,NR_105039.1	2	1
GRAMD2B	NM_001146319.3,NM_001146321.2,NM_001146320.2,NR_146195.2,NR_146196.2,NM_023927.4,NM_001349541.2,NM_001349543.2,NM_001349544.2,NR_146197.2,NM_001349542.2,NM_001146322.3	12	1
ALDH7A1	NM_001202404.2,NM_001182.5,NM_001201377.2	3	1
LMNB1	NR_134488.1,NM_005573.4,NM_001198557.2	3	1
C5orf63	NM_001164479.1,NM_001164478.1	2	1
MEGF10	NM_001308121.1,NM_001308119.1,NM_001256545.2,NM_032446.3	4	1
PRRC1	NM_130809.5,NM_001286808.2	2	1
CTXN3	NM_001048252.2,NM_001127385.1	2	1
LINC01184	NR_152804.1,NR_152813.1,NR_152798.1,NR_152802.1,NR_152814.1,NR_152803.1,NR_152800.1,NR_015360.2,NR_152812.1,NR_152807.1,NR_152806.1,NR_152805.1,NR_152808.1,NR_152811.1,NR_152815.1,NR_152810.1,NR_152801.1,NR_152809.1,NR_152799.1	19	1
SLC12A2	NM_001046.3,NM_001256461.2,NR_046207.2	3	1
SLC27A6	NM_001317984.1,NM_014031.4,NM_001017372.3	3	1
HINT1	NM_005340.7,NR_024611.2,NR_134494.1,NR_024610.2,NR_073488.1,NR_134495.1	6	1
LYRM7	NM_181705.4,NR_121658.2,NM_001293735.2	3	1
CDC42SE2	NM_020240.2,NM_001038702.1	2	1
RAPGEF6	NM_001164387.2,NM_001164386.2,NM_016340.6,NM_001164388.2,NM_001164389.2,NM_001164390.2	6	1
FNIP1	NM_001346114.2,NM_001008738.3,NM_133372.3,NM_001346113.2	4	1
ACSL6	NM_001205251.1,NM_015256.4,NM_001205248.2,NM_001205250.1,NM_001205247.2,NM_001009185.3	6	1
P4HA2	NM_001365681.2,NM_001365679.2,NM_001017974.2,NM_001365678.2,NM_001142598.2,NM_001142599.2,NM_001365677.2,NM_001365680.2,NM_004199.3	9	1
PDLIM4	NM_001131027.1,NM_003687.4	2	1
SLC22A5	NM_001308122.1,NM_003060.4	2	1
IRF1	NR_149068.1,NM_001354924.1,NM_001354925.1,NM_002198.3,NR_149069.2	5	1
TH2LCRR	NR_132124.1,NR_132125.1,NR_132126.1	3	1
IL13	NM_001354993.2,NM_001354991.2,NM_001354992.2,NM_002188.3	4	1
IL4	NM_001354990.1,NM_000589.4,NM_172348.3	3	1
KIF3A	NM_001300792.2,NM_007054.7,NM_001300791.2	3	1
CCNI2	NM_001039780.4,NM_001287253.2,NM_001287252.1	3	1
SEPTIN8	NM_001098811.2,NM_001300799.2,NM_015146.2,NM_001098812.2,NM_001300798.2,NM_001098813.1	6	1
SHROOM1	NM_133456.2,NM_001172700.2	2	1
GDF9	NM_001288825.2,NM_005260.5,NM_001288824.2,NM_001288828.2,NM_001288827.2,NM_001288826.2	6	1
