gene	transcript	n_transcript	n_gene
MTRNR2L6	NM_001190487.2	1	1
PRSS1	NM_002769.5	1	1
TRPV6	NM_018646.6	1	1
TRPV5	NM_019841.7	1	1
KEL	NM_000420.3	1	1
OR9A2	NM_001001658.1	1	1
OR6V1	NM_001001667.1	1	1
OR6W1P	NR_002140.1	1	1
PIP	NM_002652.3	1	1
TAS2R39	NM_176881.2	1	1
TAS2R40	NM_176882.2	1	1
LOC105375545	NR_133932.1	1	1
LOC100507507	NR_161353.1	1	1
MIR6892	NR_106952.1	1	1
EPHA1	NM_005232.5	1	1
EPHA1-AS1	NR_033897.1	1	1
TAS2R60	NM_177437.1	1	1
TAS2R41	NM_176883.2	1	1
OR10AC1	NR_145518.1	1	1
CTAGE15	NM_001008747.2	1	1
CTAGE6	NM_178561.5	1	1
TCAF2P1	NR_110549.1	1	1
LOC154761	NR_015421.1	1	1
OR2F2	NM_001004685.1	1	1
OR2F1	NM_012369.2	1	1
OR6B1	NM_001005281.2	1	1
OR2A5	NM_012365.1	1	1
OR2A25	NM_001004488.1	1	1
OR2A12	NM_001004135.1	1	1
OR2A2	NM_001005480.2	1	1
OR2A14	NM_001001659.2	1	1
CTAGE4	NM_198495.2	1	1
OR2A42	NM_001001802.2	1	1
OR2A1-AS1	NR_126023.1	1	1
OR2A20P	NR_002158.1	1	1
CTAGE8	NM_001278507.1	1	1
OR2A1	NM_001005287.1	1	1
ARHGEF5	NM_005435.4	1	1
NOBOX	NM_001080413.3	1	1
CNTNAP2	NM_014141.6	1	1
CNTNAP2-AS1	NR_110829.1	1	1
MIR548F4	NR_031645.1	1	1
C7orf33	NM_145304.4	1	1
RNY5	NR_001571.2	1	1
RNY4	NR_004393.1	1	1
RNY3	NR_004392.1	1	1
RNY1	NR_004391.1	1	1
GHET1	NR_130107.1	1	1
ZNF786	NM_152411.4	1	1
ZNF425	NM_001001661.3	1	1
ZNF212	NM_012256.4	1	1
LOC155060	NR_036573.1	1	1
ZNF777	NM_015694.3	1	1
SSPO	NR_163594.1	1	1
ZNF862	NM_001099220.3	1	1
ATP6V0E2-AS1	NR_027040.1	1	1
LOC100134040	NR_148939.1	1	1
ZBED6CL	NM_138434.2	1	1
RARRES2	NM_002889.4	1	1
ZNF775	NM_173680.4	1	1
LOC728743	NR_027237.1	1	1
LINC00996	NR_034033.1	1	1
GIMAP8	NM_175571.4	1	1
GIMAP7	NM_153236.4	1	1
GIMAP2	NM_015660.3	1	1
TMEM176A	NM_018487.3	1	1
GBX1	NM_001098834.2	1	1
IQCA1L	NM_001304419.2	1	1
MIR3907	NR_037468.1	1	1
RHEB	NM_005614.4	1	1
LOC644090	NM_001354885.2	1	1
PRKAG2-AS1	NR_038926.1	1	1
KMT2C	NM_170606.3	1	1
FABP5P3	NR_002935.1	1	1
LINC01003	NR_027387.1	1	1
XRCC2	NM_005431.2	1	1
LINC01287	NR_125776.1	1	1
LOC101929998	NR_136254.1	1	1
PAXIP1	NM_007349.4	1	1
PAXIP1-AS1	NR_028090.1	1	1
HTR5A-AS1	NR_038945.1	1	1
HTR5A	NM_024012.3	1	1
BLACE	NR_103545.1	1	1
LOC100286906	NR_147174.1	1	1
EN2	NM_001427.4	1	1
LOC100506302	NR_126344.1	1	1
RBM33	NM_053043.3	1	1
LOC285889	NR_038232.1	1	1
LINC00244	NR_024119.1	1	1
MNX1-AS2	NR_147077.1	1	1
MNX1-AS1	NR_038835.1	1	1
UBE3C	NM_014671.3	1	1
LOC101927914	NR_110157.1	1	1
MIR153-2	NR_029689.1	1	1
LOC100506585	NR_038966.1	1	1
MIR595	NR_030325.1	1	1
LINC00689	NR_024394.1	1	1
OR4F21	NM_001005504.1	1	1
RPL23AP53	NR_003572.2	1	1
FAM87A	NR_103537.1	1	1
LOC401442	NR_134292.1	1	1
LOC105377777	NR_160729.1	1	1
LOC286083	NR_111948.1	1	1
DLGAP2-AS1	NR_103863.1	1	1
CLN8	NM_018941.4	1	1
MIR3674	NR_037445.1	1	1
MIR596	NR_030326.1	1	1
KBTBD11-OT1	NR_126346.1	1	1
KBTBD11	NM_014867.3	1	1
MYOM2	NM_003970.4	1	1
MIR7160	NR_106983.1	1	1
CSMD1	NM_033225.6	1	1
LOC100287015	NR_040040.1	1	1
MCPH1-AS1	NR_125386.1	1	1
MIR8055	NR_107022.1	1	1
AGPAT5	NM_018361.5	1	1
MIR4659A	NR_039803.1	1	1
MIR4659B	NR_039807.1	1	1
GS1-24F4.2	NR_045217.1	1	1
DEFB1	NM_005218.4	1	1
DEFA6	NM_001926.4	1	1
DEFA4	NM_001925.3	1	1
DEFA8P	NR_073407.1	1	1
DEFA9P	NR_073408.1	1	1
DEFA10P	NR_029386.1	1	1
DEFA1	NM_004084.3	1	1
DEFT1P	NR_036686.1	1	1
DEFT1P2	NR_036687.1	1	1
DEFA3	NM_005217.4	1	1
DEFA11P	NR_073421.2	1	1
DEFA5	NM_021010.3	1	1
LINC00965	NR_027000.1	1	1
FAM66B	NR_027423.2	1	1
DEFB109B	NM_001037380.1	1	1
USP17L1	NM_001256873.1	1	1
USP17L4	NM_001256874.1	1	1
ZNF705G	NM_001164457.3	1	1
DEFB4B	NM_001205266.1	1	1
DEFB103B	NM_018661.4	1	1
DEFB104B	NM_001040702.1	1	1
DEFB106B	NM_001040704.1	1	1
DEFB105B	NM_001040703.3	1	1
DEFB107B	NM_001040705.2	1	1
PRR23D1	NM_001282479.1	1	1
FAM90A7P	NR_046343.1	1	1
FAM90A10P	NR_046351.1	1	1
PRR23D2	NM_001282478.1	1	1
DEFB107A	NM_001037668.1	1	1
DEFB105A	NM_152250.2	1	1
DEFB106A	NM_152251.4	1	1
DEFB104A	NM_080389.3	1	1
DEFB103A	NM_001081551.4	1	1
DEFB4A	NM_004942.4	1	1
ZNF705B	NM_001193630.1	1	1
FAM66E	NR_027424.1	1	1
USP17L8	NM_001256872.1	1	1
USP17L3	NM_001256871.1	1	1
MIR548I3	NR_031689.1	1	1
FAM85B	NR_147089.1	1	1
CLDN23	NM_194284.3	1	1
MFHAS1	NM_004225.3	1	1
MIR4660	NR_039804.1	1	1
SNORD3I	NR_145772.1	1	1
LOC101929128	NR_125431.1	1	1
LOC157273	NR_040039.1	1	1
TNKS	NM_003747.3	1	1
MIR597	NR_030327.1	1	1
LINC00599	NR_024281.1	1	1
MIR124-1	NR_029668.1	1	1
LINCR-0001	NR_120604.1	1	1
RP1L1	NM_178857.6	1	1
MIR4286	NR_036248.1	1	1
C8orf74	NM_001040032.2	1	1
SOX7	NM_031439.4	1	1
LOC102723313	NR_146188.1	1	1
MIR1322	NR_031711.1	1	1
LOC101929229	NR_125432.1	1	1
MIR598	NR_030328.1	1	1
LOC101929269	NR_134308.1	1	1
MTMR9	NM_015458.4	1	1
SLC35G5	NM_054028.1	1	1
LOC100129129	NR_147705.1	1	1
FAM167A	NM_053279.3	1	1
LINC00208	NR_040035.1	1	1
SNORA99	NR_132779.1	1	1
C8orf49	NM_001031839.2	1	1
DEFB136	NM_001033018.2	1	1
DEFB135	NM_001033017.2	1	1
DEFB134	NM_001302695.1	1	1
DEFB130B	NM_001195257.1	1	1
ZNF705D	NM_001039615.3	1	1
FAM66D	NR_027425.1	1	1
LOC392196	NR_003275.2	1	1
USP17L7	NM_001256869.1	1	1
USP17L2	NM_201402.2	1	1
FAM90A2P	NR_046354.1	1	1
FAM85A	NR_146925.1	1	1
DEFB130A	NM_001037804.1	1	1
FAM66A	NR_026789.1	1	1
LOC649352	NR_046415.1	1	1
DEFB109A	NR_024044.2	1	1
FAM90A25P	NR_073395.1	1	1
LOC729732	NR_047662.2	1	1
MIR5692A2	NR_049876.1	1	1
MIR3926-1	NR_037492.1	1	1
MIR3926-2	NR_037495.1	1	1
LINC00681	NR_102423.2	1	1
C8orf48	NM_001007090.3	1	1
LOC102725080	NR_134450.1	1	1
MIR383	NR_029875.1	1	1
FGF20	NM_019851.3	1	1
MTMR7	NM_004686.5	1	1
MIR548V	NR_036103.1	1	1
NAT2	NM_000015.3	1	1
LOC100128993	NR_038919.1	1	1
LPL	NM_000237.3	1	1
ATP6V1B2	NM_001693.4	1	1
LZTS1-AS1	NR_047509.1	1	1
SNORD3F	NR_145737.1	1	1
LINC02153	NR_033894.1	1	1
LOC101929172	NR_104677.1	1	1
NUDT18	NM_024815.4	1	1
LGI3	NM_139278.4	1	1
MIR320A	NR_029714.2	1	1
POLR3D	NM_001722.3	1	1
LOC100507071	NR_134293.1	1	1
LOC107986876	NR_160769.1	1	1
BIN3-IT1	NR_027715.1	1	1
LOC101929237	NR_125433.1	1	1
LOC286059	NR_038873.1	1	1
TNFRSF10D	NM_003840.5	1	1
TNFRSF10A	NM_003844.4	1	1
LOC389641	NR_033928.1	1	1
LOXL2	NM_002318.3	1	1
LOC100507156	NR_038323.1	1	1
NKX2-6	NM_001136271.2	1	1
STC1	NM_003155.3	1	1
LOC101929294	NR_125808.1	1	1
ADAM7	NM_003817.4	1	1
LOC101929315	NR_125809.1	1	1
NEFL	NM_006158.4	1	1
MIR6841	NR_106900.1	1	1
MIR6876	NR_106936.1	1	1
LOC105379331	NR_159962.1	1	1
KCTD9	NM_017634.4	1	1
EBF2	NM_022659.4	1	1
SDAD1P1	NR_144550.1	1	1
PNMA2	NM_007257.6	1	1
MIR548H4	NR_031680.1	1	1
MIR6842	NR_106901.1	1	1
MIR6843	NR_106902.1	1	1
MIR3622B	NR_037418.1	1	1
MIR3622A	NR_037417.1	1	1
ESCO2	NM_001017420.3	1	1
SCARA5	NM_173833.6	1	1
MIR4287	NR_036249.1	1	1
NUGGC	NM_001010906.2	1	1
ZNF395	NM_018660.3	1	1
MIR4288	NR_036250.1	1	1
EXTL3-AS1	NR_126027.1	1	1
KIF13B	NM_015254.4	1	1
LINC00589	NR_026765.2	1	1
LOC101929470	NR_125817.1	1	1
LINC02209	NR_024473.1	1	1
MIR3148	NR_036104.1	1	1
MBOAT4	NM_001100916.2	1	1
DCTN6	NM_006571.4	1	1
RBPMS-AS1	NR_046205.1	1	1
SMIM18	NM_001206847.2	1	1
PPP2CB	NM_001009552.2	1	1
WRN	NM_000553.6	1	1
NRG1-IT3	NR_047475.1	1	1
FUT10	NM_032664.3	1	1
MAK16	NM_032509.4	1	1
SNORD13	NR_003041.1	1	1
RNF122	NM_024787.3	1	1
LINC01288	NR_125746.1	1	1
LOC101929550	NR_125819.1	1	1
ZNF703	NM_025069.3	1	1
LOC101929622	NR_125820.1	1	1
LOC102723701	NR_125821.1	1	1
LOC728024	NR_003671.2	1	1
ADGRA2	NM_032777.10	1	1
BRF2	NM_018310.4	1	1
GOT1L1	NM_152413.3	1	1
ADRB3	NM_000025.3	1	1
EIF4EBP1	NM_004095.4	1	1
STAR	NM_000349.3	1	1
RNF5P1	NR_003129.1	1	1
PLEKHA2	NM_021623.2	1	1
HTRA4	NM_153692.4	1	1
SNORD38D	NR_145988.1	1	1
ADAM5	NR_001448.1	1	1
LOC100130964	NR_046245.1	1	1
IDO1	NM_002164.6	1	1
IDO2	NM_194294.2	1	1
TCIM	NM_020130.5	1	1
SIRLNT	NR_156738.1	1	1
SFRP1	NM_003012.5	1	1
MIR548AO	NR_049801.1	1	1
SNORD65B	NR_145746.1	1	1
GINS4	NM_032336.3	1	1
LOC102723729	NR_125824.1	1	1
MIR486-1	NR_030161.1	1	1
MIR486-2	NR_106984.1	1	1
LOC105379393	NR_136589.1	1	1
LOC101929897	NR_125823.1	1	1
POLB	NM_002690.3	1	1
DKK4	NM_014420.3	1	1
HOOK3	NM_032410.4	1	1
ASNSP1	NR_146077.1	1	1
LINC00293	NR_027012.1	1	1
LOC100287846	NR_037168.2	1	1
CEBPD	NM_005195.4	1	1
UBE2V2	NM_003350.3	1	1
LOC101929268	NR_105002.1	1	1
LOC101929217	NR_105004.1	1	1
SNAI2	NM_003068.5	1	1
LOC100507464	NR_134294.1	1	1
PXDNL	NM_144651.5	1	1
LOC101929341	NR_134310.1	1	1
ALKAL1	NM_207413.4	1	1
NPBWR1	NM_005285.4	1	1
LOC100507516	NR_149032.1	1	1
MRPL15	NM_014175.4	1	1
RNU105C	NR_004385.1	1	1
SOX17	NM_022454.4	1	1
RP1	NM_006269.2	1	1
XKR4	NM_052898.2	1	1
SBF1P1	NR_027765.2	1	1
LOC105375843	NR_134323.1	1	1
SNORA1B	NR_145767.1	1	1
SNORD54	NR_002437.1	1	1
CERNA3	NR_149110.1	1	1
MOS	NM_005372.1	1	1
SDR16C6P	NR_103832.1	1	1
PENK	NM_001135690.3	1	1
LOC101929415	NR_125813.1	1	1
LINC00968	NR_038236.1	1	1
IMPAD1	NM_017813.5	1	1
LINC01606	NR_038235.2	1	1
LOC286177	NR_038874.1	1	1
LINC00588	NR_026772.1	1	1
LOC101929488	NR_125818.1	1	1
LOC286178	NR_134276.1	1	1
LINC01602	NR_130934.1	1	1
FAM110B	NM_147189.3	1	1
LOC101929528	NR_105005.1	1	1
CYP7A1	NM_000780.4	1	1
TOX	NM_014729.3	1	1
LINC01301	NR_103854.1	1	1
LOC100130298	NR_034003.1	1	1
CLVS1	NM_173519.3	1	1
MIR4470	NR_039680.1	1	1
LINC02155	NR_149085.1	1	1
NKAIN3-IT1	NR_027378.1	1	1
GGH	NM_003878.3	1	1
TTPA	NM_000370.3	1	1
YTHDF3-AS1	NR_102684.1	1	1
LOC102724612	NR_125825.1	1	1
LINC01289	NR_038875.2	1	1
LINC01414	NR_125826.1	1	1
MIR124-2	NR_029669.1	1	1
BHLHE22	NM_152414.5	1	1
LINC00251	NR_038901.1	1	1
LINC01299	NR_033893.1	1	1
CRH	NM_000756.4	1	1
LINC00967	NR_039979.1	1	1
RRS1-AS1	NR_040434.1	1	1
RRS1	NM_015169.4	1	1
ADHFE1	NM_144650.3	1	1
VXN	NM_152765.4	1	1
VCPIP1	NM_025054.5	1	1
PTTG3P	NR_002734.2	1	1
SNORD87	NR_002598.1	1	1
TCF24	NM_001193502.2	1	1
COPS5	NM_006837.3	1	1
ARFGEF1	NM_006421.5	1	1
CPA6	NM_020361.5	1	1
C8orf34-AS1	NR_038877.1	1	1
LINC01592	NR_039986.1	1	1
LINC01603	NR_110433.1	1	1
PRDM14	NM_024504.4	1	1
LOC101926892	NR_110653.1	1	1
LACTB2-AS1	NR_038881.1	1	1
LACTB2	NM_016027.3	1	1
MSC	NM_005098.3	1	1
TRPA1	NM_007332.3	1	1
LOC392232	NR_033867.2	1	1
KCNB2	NM_004770.3	1	1
LOC101926908	NR_110656.1	1	1
SBSPON	NM_153225.4	1	1
C8orf89	NM_001243237.1	1	1
RDH10	NM_172037.5	1	1
RDH10-AS1	NR_125388.1	1	1
STAU2-AS1	NR_038406.1	1	1
LINC01617	NR_147034.1	1	1
MIR5681A	NR_049860.1	1	1
MIR5681B	NR_049871.1	1	1
MIR2052HG	NR_033830.1	1	1
MIR2052	NR_031744.1	1	1
LINC01111	NR_105006.1	1	1
ZFHX4-AS1	NR_024360.1	1	1
ZFHX4	NM_024721.5	1	1
MIR3149	NR_130460.1	1	1
LOC102724874	NR_125830.1	1	1
PKIA-AS1	NR_125389.1	1	1
LOC101241902	NR_077236.1	1	1
LINC02605	NR_157588.1	1	1
MIR12123	NR_162137.1	1	1
LINC01607	NR_125410.1	1	1
LOC101927040	NR_110954.1	1	1
MRPS28	NM_014018.3	1	1
MIR5708	NR_049894.1	1	1
PAG1	NM_018440.4	1	1
FABP5	NM_001444.3	1	1
FABP9	NM_001080526.2	1	1
FABP4	NM_001442.3	1	1
IMPA1P1	NR_146081.1	1	1
SLC10A5	NM_001010893.3	1	1
CHMP4C	NM_152284.4	1	1
LOC101927141	NR_134295.1	1	1
LINC01419	NR_122034.1	1	1
LOC102723322	NR_134311.1	1	1
CA13	NM_198584.3	1	1
CA3	NM_005181.4	1	1
REXO1L2P	NR_003594.1	1	1
PSKH2	NM_033126.3	1	1
ATP6V0D2	NM_152565.1	1	1
SLC7A13	NM_138817.3	1	1
WWP1	NM_007013.4	1	1
CPNE3	NM_003909.5	1	1
CNGB3	NM_019098.4	1	1
CNBD1	NM_173538.3	1	1
DCAF4L2	NM_152418.4	1	1
MMP16	NM_005941.5	1	1
LOC101929709	NR_125822.1	1	1
RIPK2	NM_003821.6	1	1
LINC00534	NR_051989.1	1	1
LINC01030	NR_104062.1	1	1
NECAB1	NM_022351.5	1	1
PIP4P2	NM_018710.3	1	1
MIR4661	NR_039805.1	1	1
LOC102724710	NR_125827.1	1	1
FLJ46284	NR_046114.1	1	1
MIR8084	NR_107051.1	1	1
C8orf87	NR_161372.1	1	1
LINC00535	NR_033858.1	1	1
RBM12B	NM_203390.3	1	1
RBM12B-AS1	NR_027259.1	1	1
MIR378D2	NR_039602.1	1	1
LOC100288748	NR_034034.1	1	1
DPY19L4	NM_181787.3	1	1
CCNE2	NM_057749.2	1	1
MIR3150A	NR_036105.1	1	1
PLEKHF2	NM_024613.4	1	1
LINC01298	NR_046232.1	1	1
LOC100500773	NR_036611.1	1	1
GDF6	NM_001001557.4	1	1
SDC2	NM_002998.4	1	1
CPQ	NM_016134.4	1	1
LOC101927066	NR_125390.1	1	1
TSPYL5	NM_033512.3	1	1
SNORD3H	NR_145760.1	1	1
LAPTM4B	NM_018407.6	1	1
RPL30	NM_000989.4	1	1
SNORA72	NR_002581.1	1	1
RIDA	NM_005836.3	1	1
MIR9903	NR_162095.1	1	1
KCNS2	NM_020697.4	1	1
MIR599	NR_030329.1	1	1
MIR875	NR_030596.1	1	1
COX6C	NM_004374.4	1	1
SNORD77B	NR_145741.1	1	1
POLR2K	NM_005034.4	1	1
MIR4471	NR_039681.1	1	1
FLJ42969	NR_033962.1	1	1
NACA4P	NR_002182.1	1	1
LOC104054148	NR_126152.1	1	1
MIR5680	NR_049859.1	1	1
UBR5-AS1	NR_125415.1	1	1
ODF1	NM_024410.4	1	1
GASAL1	NR_149020.1	1	1
ATP6V1C1	NM_001695.5	1	1
LINC01181	NR_145429.1	1	1
BAALC-AS2	NR_027071.1	1	1
MIR3151	NR_036106.1	1	1
BAALC-AS1	NR_109954.1	1	1
SNORD173	NR_145795.1	1	1
DCAF13	NM_015420.7	1	1
DPYS	NM_001385.3	1	1
MIR548A3	NR_030330.1	1	1
ABRA	NM_139166.5	1	1
EIF3E	NM_001568.3	1	1
TRHR	NM_003301.6	1	1
PKHD1L1	NM_177531.6	1	1
LOC100132813	NR_161375.1	1	1
KCNV1	NM_014379.4	1	1
LINC01609	NR_125418.1	1	1
LINC02237	NR_146282.1	1	1
MIR2053	NR_031745.1	1	1
LINC00536	NR_046215.1	1	1
EIF3H	NM_003756.3	1	1
LOC105375713	NR_136278.1	1	1
UTP23	NM_032334.3	1	1
RAD21-AS1	NR_033886.1	1	1
AARD	NM_001025357.3	1	1
EXT1	NM_000127.2	1	1
SNORD168	NR_145799.1	1	1
SAMD12-AS1	NR_038210.1	1	1
TNFRSF11B	NM_002546.4	1	1
LOC101927513	NR_134297.1	1	1
MAL2	NM_052886.3	1	1
MIR548AZ	NR_106755.1	1	1
CCN3	NM_002514.4	1	1
TAF2	NM_003184.4	1	1
DSCC1	NM_024094.3	1	1
COL14A1	NM_021110.4	1	1
MRPL13	NM_014078.6	1	1
MTBP	NM_022045.5	1	1
SNTB1	NM_021021.4	1	1
LOC101927543	NR_125419.1	1	1
HAS2	NM_005328.3	1	1
HAS2-AS1	NR_002835.2	1	1
SMILR	NR_131202.1	1	1
LINC01151	NR_126348.1	1	1
FAM83A-AS1	NR_024479.1	1	1
MIR4663	NR_039808.1	1	1
ATAD2	NM_014109.4	1	1
MIR548AA1	NR_037516.1	1	1
MIR548D1	NR_030382.1	1	1
KLHL38	NM_001081675.3	1	1
FER1L6	NM_001039112.2	1	1
FER1L6-AS1	NR_040044.1	1	1
FER1L6-AS2	NR_103547.1	1	1
LOC101927588	NR_125420.1	1	1
TMEM65	NM_194291.2	1	1
TRMT12	NM_017956.4	1	1
RNF139	NM_007218.3	1	1
MIR6844	NR_106903.1	1	1
MIR4662B	NR_039809.1	1	1
MIR4662A	NR_039806.1	1	1
LINC00964	NR_027321.1	1	1
ZNF572	NM_152412.3	1	1
LOC105375744	NR_134457.1	1	1
SQLE	NM_003129.4	1	1
LOC101927657	NR_125421.1	1	1
PCAT1	NR_045262.2	1	1
PCAT2	NR_119373.1	1	1
PRNCR1	NR_109833.1	1	1
CASC19	NR_120364.1	1	1
CCAT1	NR_108049.1	1	1
CASC21	NR_117099.1	1	1
CCAT2	NR_109834.1	1	1
POU5F1B	NM_001159542.2	1	1
PVT1	NR_003367.3	1	1
MIR1204	NR_031609.1	1	1
TMEM75	NR_103558.1	1	1
MIR1205	NR_031610.1	1	1
MIR1206	NR_031611.1	1	1
MIR1207	NR_031612.1	1	1
MIR1208	NR_031613.1	1	1
LINC00976	NR_145483.1	1	1
LINC00977	NR_033916.1	1	1
MIR3686	NR_037457.1	1	1
GSDMC	NM_031415.3	1	1
MIR5194	NR_049826.1	1	1
ASAP1-IT2	NR_045385.1	1	1
ASAP1-IT1	NR_002765.2	1	1
ADCY8	NM_001115.3	1	1
OC90	NM_001080399.3	1	1
HHLA1	NM_001145095.1	1	1
HPYR1	NR_026684.1	1	1
TG	NM_003235.5	1	1
MIR7848	NR_107002.1	1	1
PTCSC1	NR_146773.1	1	1
LOC101927798	NR_125422.1	1	1
LOC101927822	NR_125424.1	1	1
ZFAT-AS1	NR_002438.1	1	1
MIR30B	NR_029666.1	1	1
MIR30D	NR_029599.1	1	1
NCRNA00250	NR_126028.1	1	1
LOC101927845	NR_125427.1	1	1
KHDRBS3	NM_006558.3	1	1
LINC02055	NR_147196.1	1	1
LOC101927915	NR_125428.1	1	1
LOC401478	NR_161374.1	1	1
COL22A1	NM_152888.3	1	1
PEG13	NR_144431.1	1	1
MIR151A	NR_029892.1	1	1
LOC105375787	NR_161376.1	1	1
LINC01300	NR_024441.1	1	1
GPR20	NM_005293.3	1	1
MIR1302-7	NR_031636.1	1	1
MIR4472-1	NR_039682.1	1	1
LINC00051	NR_024378.1	1	1
ADGRB1	NM_001702.3	1	1
ARC	NM_015193.5	1	1
LOC101928087	NR_134305.1	1	1
LNCOC1	NR_038925.1	1	1
SLURP1	NM_020427.3	1	1
LYPD2	NM_205545.3	1	1
LY6D	NM_003695.3	1	1
GML	NM_002066.3	1	1
CYP11B2	NM_000498.3	1	1
LY6E-DT	NR_026913.1	1	1
CDC42P3	NR_102426.1	1	1
LY6L	NM_001368160.1	1	1
GLI4	NM_138465.4	1	1
ZNF696	NM_030895.3	1	1
RHPN1-AS1	NR_026785.1	1	1
RHPN1	NM_052924.3	1	1
MAFA-AS1	NR_126358.1	1	1
MAFA	NM_201589.4	1	1
ZC3H3	NM_015117.3	1	1
SNORD149	NR_145785.1	1	1
LOC100310756	NR_147504.1	1	1
MROH6	NM_001100878.2	1	1
TIGD5	NM_032862.5	1	1
BREA2	NR_015445.1	1	1
CCDC166	NM_001162914.1	1	1
LOC101928160	NR_134306.1	1	1
MAPK15	NM_139021.3	1	1
FAM83H	NM_198488.5	1	1
MIR4664	NR_039810.1	1	1
FAM83H-AS1	NR_033849.1	1	1
LOC105375800	NR_136279.1	1	1
NRBP2	NM_178564.4	1	1
MIR6845	NR_106904.1	1	1
EPPK1	NM_031308.4	1	1
MIR661	NR_030383.1	1	1
SMPD5	NR_158554.1	1	1
OPLAH	NM_017570.5	1	1
MIR6846	NR_106905.1	1	1
EXOSC4	NM_019037.3	1	1
MIR6847	NR_106906.1	1	1
GPAA1	NM_003801.4	1	1
CYC1	NM_001916.5	1	1
MAF1	NM_032272.5	1	1
WDR97	NM_001316309.2	1	1
HGH1	NM_016458.4	1	1
BOP1	NM_015201.5	1	1
MIR7112	NR_107057.1	1	1
SCX	NM_001080514.3	1	1
HSF1	NM_005526.4	1	1
SCRT1	NM_031309.6	1	1
LOC101928902	NR_134307.1	1	1
ADCK5	NM_174922.5	1	1
MIR6849	NR_106908.1	1	1
TONSL	NM_013432.5	1	1
TONSL-AS1	NR_109770.1	1	1
MIR6893	NR_106953.1	1	1
FOXH1	NM_003923.3	1	1
GPT	NM_005309.3	1	1
RECQL4	NM_004260.3	1	1
ZNF251	NM_138367.2	1	1
MIR6850	NR_106909.1	1	1
LOC100130027	NR_147501.1	1	1
ZNF252P	NR_023392.1	1	1
TMED10P1	NR_002807.4	1	1
ZNF252P-AS1	NR_026974.1	1	1
C8orf33	NM_023080.3	1	1
DDX11L5	NR_051986.1	1	1
WASHC1	NM_182905.5	1	1
MIR1302-9	NR_036266.1	1	1
FAM138C	NR_026822.1	1	1
FOXD4	NM_207305.4	1	1
DOCK8-AS1	NR_160804.1	1	1
DMRT3	NM_021240.4	1	1
LINC01230	NR_110643.1	1	1
VLDLR-AS1	NR_015375.2	1	1
KCNV2	NM_133497.4	1	1
PUM3	NM_014878.5	1	1
LINC01231	NR_121585.1	1	1
RFX3-AS1	NR_121586.1	1	1
GLIS3-AS1	NR_026663.1	1	1
SLC1A1	NM_004170.6	1	1
PLPP6	NM_203453.5	1	1
CDC37L1	NM_017913.4	1	1
MIR101-2	NR_029836.1	1	1
INSL6	NM_007179.3	1	1
INSL4	NM_002195.2	1	1
RLN1	NM_006911.4	1	1
PLGRKT	NM_018465.4	1	1
PDCD1LG2	NM_025239.4	1	1
ERMP1	NM_024896.3	1	1
MLANA	NM_005511.2	1	1
KIAA2026	NM_001017969.3	1	1
MIR4665	NR_039811.1	1	1
GLDC	NM_000170.2	1	1
LOC105375972	NR_135135.1	1	1
PTPRD-AS2	NR_110696.1	1	1
TYRP1	NM_000550.3	1	1
LURAP1L-AS1	NR_125775.1	1	1
LURAP1L	NM_203403.2	1	1
SNORD137	NR_132976.1	1	1
LINC01235	NR_033863.1	1	1
LINC00583	NR_038194.1	1	1
CER1	NM_005454.3	1	1
LOC389705	NR_003920.1	1	1
BNC2-AS1	NR_151723.1	1	1
SH3GL2	NM_003026.5	1	1
MIR3152	NR_036107.1	1	1
RRAGA	NM_006570.5	1	1
SCARNA8	NR_003009.1	1	1
RPS6	NM_001010.3	1	1
ACER2	NM_001010887.3	1	1
MIR4473	NR_039684.1	1	1
MIR4474	NR_039685.1	1	1
FOCAD	NM_017794.4	1	1
FOCAD-AS1	NR_121601.1	1	1
MIR491	NR_030166.1	1	1
SNORA30B	NR_145762.1	1	1
IFNB1	NM_002176.4	1	1
IFNW1	NM_002177.2	1	1
IFNA21	NM_002175.2	1	1
IFNA4	NM_021068.2	1	1
IFNA7	NM_021057.2	1	1
IFNA10	NM_002171.2	1	1
IFNA16	NM_002173.3	1	1
IFNA17	NM_021268.2	1	1
IFNA14	NM_002172.3	1	1
IFNA22P	NR_036676.1	1	1
IFNA5	NM_002169.2	1	1
KLHL9	NM_018847.4	1	1
IFNA6	NM_021002.2	1	1
IFNA13	NM_006900.4	1	1
IFNA2	NM_000605.4	1	1
IFNA8	NM_002170.4	1	1
IFNA1	NM_024013.3	1	1
IFNE	NM_176891.4	1	1
MIR31	NR_029505.1	1	1
MTAP	NM_002451.4	1	1
CDKN2A-DT	NR_024274.1	1	1
DMRTA1	NM_022160.3	1	1
LINC01239	NR_038977.1	1	1
LOC101929563	NR_121602.1	1	1
TUSC1	NM_001004125.2	1	1
LINC01241	NR_121604.1	1	1
LOC100506422	NM_001004352.2	1	1
IFT74-AS1	NR_121605.1	1	1
LRRC19	NM_022901.3	1	1
LINC00032	NR_026679.1	1	1
MOB3B	NM_024761.5	1	1
IFNK	NM_020124.2	1	1
MIR876	NR_030597.1	1	1
MIR873	NR_030618.1	1	1
LINC01242	NR_046204.1	1	1
LINC01243	NR_135134.1	1	1
DDX58	NM_014314.4	1	1
TAF1L	NM_153809.2	1	1
TMEM215	NM_212558.3	1	1
